id,icao_code,name,latitude,longitude
19644,KDNL,Daniel Field,33.46649933,-82.03939819
3494,KDOV,Dover Air Force Base,39.129501,-75.466003
19648,KDPA,Dupage Airport,41.90779877,-88.24859619
19652,KDRA,Desert Rock Airport,36.6194,-116.032997
3495,KDRI,Beauregard Regional Airport,30.831699,-93.339897
19654,KDRO,Durango La Plata County Airport,37.151501,-107.753998
19655,KDRT,Del Rio International Airport,29.37420082,-100.927002
3496,KDSM,Des Moines International Airport,41.534,-93.663101
19661,KDTS,Destin Executive Airport,30.400101,-86.471497
3497,KDTW,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786
19662,KDUA,Durant Regional Airport - Eaker Field,33.939675,-96.395072
19664,KDUG,Bisbee Douglas International Airport,31.46899986,-109.6039963
3498,KDUJ,DuBois Regional Airport,41.17829895,-78.8986969
19668,KDVL,Devils Lake Regional Airport,48.115454,-98.908796
19676,KDXR,Danbury Municipal Airport,41.371656,-73.482227
3499,KDYS,Dyess Air Force Base,32.420799,-99.854599
19716,KEAR,Kearney Regional Airport,40.727001,-99.006798
19717,KEAT,Pangborn Memorial Airport,47.398899,-120.207001
3501,KEAU,Chippewa Valley Regional Airport,44.86579895,-91.48429871
3502,KECG,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599
46530,KECP,Northwest Florida Beaches International Airport,30.357106,-85.795414
3503,KEDW,Edwards Air Force Base,34.905399,-117.884003
19727,KEED,Needles Airport,34.7663002,-114.6230011
3504,KEEN,Dillant Hopkins Airport,42.898399,-72.270798
19729,KEET,Shelby County Airport,33.17699814,-86.78279877
19731,KEFD,Ellington Airport,29.6072998,-95.15879822
3505,KEGE,Eagle County Regional Airport,39.64260101,-106.9179993
19735,KEGI,Duke Field,30.65040016,-86.52290344
3506,KEKA,Murray Field,40.803398,-124.112999
3507,KEKN,Elkins-Randolph County Regional Airport,38.889759,-79.857651
3508,KEKO,Elko Regional Airport,40.82490158,-115.7919998
3509,KELD,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301
3510,KELM,Elmira Corning Regional Airport,42.15990067,-76.89160156
3511,KELO,Ely Municipal Airport,47.82450104,-91.83070374
3512,KELP,El Paso International Airport,31.807199,-106.377998
19753,KELY,Ely Airport Yelland Field,39.29970169,-114.8420029
3513,KEND,Vance Air Force Base,36.339199,-97.916496
19760,KENV,Wendover Airport,40.71870041,-114.0309982
3514,KENW,Kenosha Regional Airport,42.59569931,-87.92780304
3515,KERI,Erie International Tom Ridge Field,42.083127,-80.173867
19770,KESC,Delta County Airport,45.723199,-87.088623
3516,KESF,Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082
3517,KEUG,Mahlon Sweet Field,44.12459946,-123.211998
3518,KEVV,Evansville Regional Airport,38.03699875,-87.53240204
19782,KEVW,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037
3519,KEWB,New Bedford Regional Airport,41.67610168,-70.95690155
3520,KEWN,Coastal Carolina Regional Airport,35.07300186,-77.04290009
3521,KEWR,Newark Liberty International Airport,40.692501,-74.168701
3522,KEYW,Key West International Airport,24.556101,-81.759598
19843,KFAF,Felker Army Air Field,37.1325,-76.608803
3523,KFAR,Hector International Airport,46.92070007,-96.81580353
3524,KFAT,Fresno Yosemite International Airport,36.776199,-119.718002
3525,KFAY,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302
3526,KFBG,Simmons Army Air Field,35.13180161,-78.93669891
19851,KFCS,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038
19857,KFDY,Findlay Airport,41.01350021,-83.66870117
3528,KFFO,Wright-Patterson Air Force Base,39.826099,-84.048302
19868,KFHR,Friday Harbor Airport,48.523654,-123.024645
3529,KFHU,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225
19872,KFKL,Venango Regional Airport,41.37789917,-79.86039734
3530,KFLG,Flagstaff Pulliam International Airport,35.1385,-111.670998
3531,KFLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702
3532,KFLO,Florence Regional Airport,34.1853981,-79.72389984
3534,KFME,Tipton Airport,39.08539963,-76.75939941
19881,KFMN,Four Corners Regional Airport,36.741199,-108.230003
19882,KFMY,Page Field,26.58659935,-81.86329651
19885,KFNL,Northern Colorado Regional Airport,40.44969,-105.011272
3535,KFNT,Bishop International Airport,42.9654007,-83.74359894
3536,KFOD,Fort Dodge Regional Airport,42.552624,-94.191237
3537,KFOE,Topeka Regional Airport,38.950901,-95.663597
3538,KFPR,St Lucie County International Airport,27.49510002,-80.36830139
3539,KFRG,Republic Airport,40.72880173,-73.41339874
3540,KFRI,Marshall Army Air Field,39.053021,-96.764202
3541,KFSD,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152
3542,KFSI,Henry Post Army Air Field,34.649799,-98.402199
3543,KFSM,Fort Smith Regional Airport,35.336601,-94.367401
19900,KFST,Fort Stockton Pecos County Airport,30.91570091,-102.9160004
3544,KFTK,Godman Army Air Field,37.90710068,-85.9720993
3545,KFTW,Fort Worth Meacham International Airport,32.819801,-97.362396
3546,KFTY,Fulton County Airport Brown Field,33.77909851,-84.52140045
3547,KFWA,Fort Wayne International Airport,40.9785,-85.195099
19912,KFXE,Fort Lauderdale Executive Airport,26.19729996,-80.17070007
3548,KFYV,Drake Field,36.00510025,-94.17009735
19929,KGCC,Northeast Wyoming Regional Airport,44.3489,-105.539001
3550,KGCK,Garden City Regional Airport,37.92750168,-100.723999
3551,KGCN,Grand Canyon National Park Airport,35.9524,-112.147003
19936,KGDV,Dawson Community Airport,47.137658,-104.80691
3552,KGEG,Spokane International Airport,47.6199,-117.533997
3553,KGFK,Grand Forks International Airport,47.949299,-97.176102
3554,KGFL,Floyd Bennett Memorial Airport,43.34120178,-73.61029816
3555,KGGG,East Texas Regional Airport,32.38399887,-94.71150208
3556,KGGW,Glasgow Valley County Airport Wokal Field,48.212502,-106.614998
3557,KGJT,Grand Junction Regional Airport,39.126663,-108.529387
19956,KGLD,Goodland Municipal Airport,39.370701,-101.699753
19958,KGLH,Mid Delta Regional Airport,33.482899,-90.985603
3558,KGLS,Scholes International At Galveston Airport,29.265301,-94.860397
19963,KGMU,Greenville Downtown Airport,34.847903,-82.350217
3559,KGNV,Gainesville Regional Airport,29.69009972,-82.27179718
3560,KGON,Groton New London Airport,41.330101,-72.045097
3527,KGPI,Glacier Park International Airport,48.3105011,-114.2559967
3561,KGPT,Gulfport Biloxi International Airport,30.407301,-89.070099
3562,KGRB,Austin Straubel International Airport,44.483459,-88.130805
3563,KGRF,Gray Army Air Field,47.07920074,-122.5810013
3564,KGRI,Central Nebraska Regional Airport,40.96749878,-98.30960083
3565,KGRK,Killeen Regional Airport / Robert Gray Army Airfield,31.0672,-97.828903
3566,KGRR,Gerald R. Ford International Airport,42.88079834,-85.52279663
3567,KGSB,Seymour Johnson Air Force Base,35.339401,-77.960602
3568,KGSO,Piedmont Triad International Airport,36.097801,-79.937302
3569,KGSP,Greenville Spartanburg International Airport,34.895699,-82.218903
3570,KGTB,Wheeler Sack Army Air Field,44.05559921,-75.71949768
3571,KGTF,Great Falls International Airport,47.48199844,-111.3710022
19982,KGTR,Golden Triangle Regional Airport,33.450298,-88.5914
19984,KGUC,Gunnison Crested Butte Regional Airport,38.534672,-106.934566
3572,KGUP,Gallup Municipal Airport,35.511653,-108.788166
3573,KGUS,Grissom Air Reserve Base,40.648102,-86.1521
19985,KGUY,Guymon Municipal Airport,36.68510056,-101.5080032
3574,KGWO,Greenwood–Leflore Airport,33.495025,-90.088204
19997,KGYI,North Texas Regional Airport Perrin Field,33.7141,-96.673698
3575,KGYY,Gary Chicago International Airport,41.61629868,-87.41280365
20027,KHBG,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999
20029,KHBR,Hobart Regional Airport,34.991317,-99.051313
20038,KHDN,Yampa Valley Airport,40.481201,-107.218002
20041,KHEF,Manassas Regional Airport/Harry P. Davis Field,38.721401,-77.515404
3576,KHFD,Hartford Brainard Airport,41.73669815,-72.6493988
3577,KHGR,Hagerstown Regional Richard A Henson Field,39.708771,-77.728014
3578,KHHR,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999
3579,KHIB,Range Regional Airport,47.384831,-92.836905
3580,KHIF,Hill Air Force Base,41.12403,-111.973086
20053,KHII,Lake Havasu City International Airport,34.571098,-114.358002
20054,KHIO,Portland Hillsboro Airport,45.540401,-122.949997
3581,KHKY,Hickory Regional Airport,35.74110031,-81.38950348
20061,KHLG,Wheeling Ohio County Airport,40.17499924,-80.64630127
3582,KHLN,Helena Regional Airport,46.6068,-111.983002
3584,KHMN,Holloman Air Force Base,32.852501,-106.107002
20071,KHOB,Lea County Regional Airport,32.6875,-103.217003
3585,KHON,Huron Regional Airport,44.385201,-98.2285
3586,KHOP,Campbell Army Airfield (Fort Campbell),36.674154,-87.48974
3587,KHOT,Memorial Field Airport,34.4788,-93.096262
3588,KHOU,William P Hobby Airport,29.645399,-95.2789
3589,KHPN,Westchester County Airport,41.06700134,-73.70760345
3590,KHQM,Bowerman Airport,46.97119904,-123.9369965
3591,KHRL,Valley International Airport,26.22850037,-97.65440369
3592,KHRO,Boone County Airport,36.26150131,-93.15470123
20081,KHRT,Hurlburt Field,30.427799,-86.689301
3593,KHST,Homestead ARB Airport,25.48859978,-80.38359833
3594,KHSV,Huntsville International Carl T Jones Field,34.637199,-86.775101
3595,KHTS,Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999
3596,KHUA,Redstone Army Air Field,34.67869949,-86.68479919
3597,KHUF,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602
20095,KHUL,Houlton International Airport,46.12310028,-67.792099
3598,KHUT,Hutchinson Municipal Airport,38.06549835,-97.86060333
3599,KHVN,Tweed New Haven Airport,41.26369858,-72.88680267
20099,KHVR,Havre City County Airport,48.541387,-109.762859
20105,KHXD,Hilton Head Airport,32.2244,-80.697502
3600,KHYA,Cape Cod Gateway Airport,41.6693,-70.280403
20107,KHYI,San Marcos Regional Airport,29.8927,-97.862999
20108,KHYR,Sawyer County Airport,46.02519989,-91.44429779
20109,KHYS,Hays Regional Airport,38.844521,-99.273148
20117,KHZY,Northeast Ohio Regional Airport,41.778,-80.695503
20129,KI39,Central Kentucky Regional Airport,37.630798,-84.332298
3601,KIAB,McConnell Air Force Base,37.621899,-97.268204
3602,KIAD,Washington Dulles International Airport,38.9445,-77.455803
3603,KIAG,Niagara Falls International Airport,43.1073,-78.946198
3604,KIAH,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015
3605,KICT,Wichita Eisenhower National Airport,37.649899,-97.433098
3606,KIDA,Idaho Falls Regional Airport,43.514599,-112.070999
20160,KIFP,Laughlin Bullhead International Airport,35.157398,-114.559998
20161,KIGM,Kingman Airport,35.259499,-113.938004
3607,KIKK,Greater Kankakee Airport,41.07139969,-87.84629822
3608,KILG,Wilmington Airport,39.678699,-75.606499
3609,KILM,Wilmington International Airport,34.27059937,-77.90260315
20173,KILN,Wilmington Airpark,39.42789841,-83.792099
20177,KIMT,Ford Airport,45.81911,-88.114557
3610,KIND,Indianapolis International Airport,39.7173,-86.294403
3611,KINK,Winkler County Airport,31.77960014,-103.2009964
3612,KINL,Falls International Airport,48.56620026,-93.40309906
3613,KINT,Smith Reynolds Airport,36.13370132,-80.22200012
20180,KINW,Winslow Lindbergh Regional Airport,35.02190018,-110.7229996
20184,KIPL,Imperial County Airport,32.83539,-115.574026
3614,KIPT,Williamsport Regional Airport,41.242126,-76.92245
3615,KIRK,Kirksville Regional Airport,40.09349823,-92.54489899
20187,KISM,Kissimmee Gateway Airport,28.28980064,-81.43710327
20189,KISO,Kinston Regional Jetport At Stallings Field,35.33140183,-77.6088028
3616,KISP,Long Island Mac Arthur Airport,40.79520035,-73.10019684
20193,KITH,Ithaca Tompkins Regional Airport,42.49100113,-76.45839691
3617,KIWA,Mesa Gateway Airport,33.3078,-111.654999
3618,KJAC,Jackson Hole Airport,43.6072998,-110.737999
3619,KJAN,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897
3620,KJAX,Jacksonville International Airport,30.492469,-81.687813
3621,KJBR,Jonesboro Municipal Airport,35.83169937,-90.64640045
20205,KJCT,Kimble County Airport,30.51129913,-99.7634964
3622,KJFK,John F Kennedy International Airport,40.639447,-73.779317
20213,KJHW,Chautauqua County-Jamestown Airport,42.15425,-79.254008
20216,KJKL,Julian Carroll Airport,37.59389877,-83.31729889
3623,KJLN,Joplin Regional Airport,37.151798,-94.498299
3624,KJMS,Jamestown Regional Airport,46.92969894,-98.67819977
20218,KJNX,Johnston Regional Airport,35.540901,-78.390297
20220,KJQF,Concord-Padgett Regional Airport,35.387798,-80.709099
3625,KJST,John Murtha Johnstown Cambria County Airport,40.31610107,-78.83390045
20227,KJWY,Mid-Way Regional Airport,32.4587,-96.912399
3626,KJXN,Jackson County Airport/Reynolds Field,42.260509,-84.463019
20277,KKLS,Southwest Washington Regional Airport,46.11800003,-122.8980026
20300,KL45,Bakersfield International Airport,35.324799,-118.996002
20317,KLAA,Southeast Colorado Regional Airport,38.066407,-102.691373
3627,KLAF,Purdue University Airport,40.412875,-86.939363
3628,KLAL,Lakeland Linder International Airport,27.987656,-82.018776
3629,KLAN,Capital City Airport,42.77870178,-84.58740234
3630,KLAR,Laramie Regional Airport,41.31209946,-105.6750031
3631,KLAS,Harry Reid International Airport,36.083361,-115.151817
20319,KLAW,Lawton Fort Sill Regional Airport,34.567699,-98.416603
3632,KLAX,Los Angeles International Airport,33.942501,-118.407997
3633,KLBB,Lubbock Preston Smith International Airport,33.663601,-101.822998
3634,KLBE,Arnold Palmer Regional Airport,40.275902,-79.4048
3635,KLBF,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981
3636,KLBL,Liberal Mid-America Regional Airport,37.0442009,-100.9599991
20322,KLBT,Lumberton Regional Airport,34.610773,-79.05943
20323,KLBX,Texas Gulf Coast Regional Airport,29.108601,-95.462097
3637,KLCH,Lake Charles Regional Airport,30.12610054,-93.22329712
3638,KLCK,Rickenbacker International Airport,39.813801,-82.927803
3639,KLEB,Lebanon Municipal Airport,43.62609863,-72.30419922
20329,KLEE,Leesburg International Airport,28.82309914,-81.80870056
3640,KLEX,Blue Grass Airport,38.036499,-84.605904
3641,KLFI,Langley Air Force Base,37.082901,-76.360497
20332,KLFK,Angelina County Airport,31.23399925,-94.75
3642,KLFT,Lafayette Regional Airport,30.205299,-91.987602
3643,KLGA,LaGuardia Airport,40.777199,-73.872597
3644,KLGB,Long Beach Airport (Daugherty Field),33.816523,-118.149891
20337,KLGU,Logan-Cache Airport,41.79119873,-111.8519974
3645,KLIT,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728
20354,KLLQ,Monticello Municipal Ellis Field,33.638599,-91.750999
3646,KLMT,Crater Lake-Klamath Regional Airport,42.156101,-121.733002
20359,KLND,Hunt Field,42.815201,-108.730003
3647,KLNK,Lincoln Airport,40.85100174,-96.75920105
3648,KLNS,Lancaster Airport,40.12170029,-76.2960968
20364,KLOL,Derby Field,40.06639862,-118.5650024
3649,KLOU,Bowman Field,38.22800064,-85.66369629
3650,KLOZ,London-Corbin Airport/Magee Field,37.0821991,-84.0848999
3651,KLRD,Laredo International Airport,27.54380035,-99.46160126
3652,KLRF,Little Rock Air Force Base,34.91690063,-92.14969635
3653,KLRU,Las Cruces International Airport,32.289398,-106.921997
3654,KLSE,La Crosse Regional Airport,43.879002,-91.256699
3655,KLSF,Lawson Army Air Field,32.332546,-84.988003
3656,KLSV,Nellis Air Force Base,36.23619843,-115.0339966
3657,KLTS,Altus Air Force Base,34.667099,-99.266701
3658,KLUF,Luke Air Force Base,33.535,-112.383003
3659,KLUK,Cincinnati Municipal Airport Lunken Field,39.102357,-84.418945
20386,KLVM,Mission Field,45.69940186,-110.447998
20388,KLVS,Las Vegas Municipal Airport,35.654202,-105.141998
20390,KLWB,Greenbrier Valley Airport,37.857914,-80.400438
3660,KLWM,Lawrence Municipal Airport,42.71720123,-71.12339783
20393,KLWS,Lewiston Nez Perce County Airport,46.37450027,-117.0149994
3661,KLWT,Lewistown Municipal Airport,47.048429,-109.466143
3662,KLYH,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401
3663,KMAF,Midland International Air and Space Port,31.942499,-102.202003
20474,KMBG,Mobridge Municipal Airport,45.54650116,-100.4079971
3664,KMBS,MBS International Airport,43.531913,-84.082275
3665,KMCB,McComb-Pike County Airport / John E Lewis Field,31.178499,-90.471901
3666,KMCC,McClellan Airfield,38.667599,-121.401001
20480,KMCE,Merced Regional Macready Field,37.284698,-120.514
3667,KMCF,MacDill Air Force Base,27.8493,-82.521202
3668,KMCI,Kansas City International Airport,39.2976,-94.713898
20481,KMCK,McCook Ben Nelson Regional Airport,40.207787,-100.592794
3669,KMCN,Middle Georgia Regional Airport,32.69279861,-83.64920044
3670,KMCO,Orlando International Airport,28.42939949,-81.30899811
20482,KMCW,Mason City Municipal Airport,43.159801,-93.329716
3671,KMDH,Southern Illinois Airport,37.778099,-89.251999
3672,KMDT,Harrisburg International Airport,40.193501,-76.763397
3673,KMDW,Chicago Midway International Airport,41.785999,-87.752403
3674,KMEI,Key Field / Meridian Regional Airport,32.3326,-88.7519
3675,KMEM,Memphis International Airport,35.0424,-89.9767
3676,KMER,Castle Airport,37.38050079,-120.5680008
3677,KMFD,Mansfield Lahm Regional Airport,40.82139969,-82.51660156
3678,KMFE,McAllen Miller International Airport,26.176141,-98.237965
3679,KMFR,Rogue Valley International Medford Airport,42.37419891,-122.8730011
3680,KMGE,Dobbins Air Reserve Base,33.915401,-84.516296
3681,KMGM,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997
3682,KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598
3683,KMHK,Manhattan Regional Airport,39.14099884,-96.67079926
20506,KMHR,Sacramento Mather Airport,38.554744,-121.297989
3684,KMHT,Manchester-Boston Regional Airport,42.932598,-71.435699
3685,KMIA,Miami International Airport,25.79319954,-80.29060364
3686,KMIB,Minot Air Force Base,48.4156,-101.358002
3687,KMIE,Delaware County Johnson Field,40.242298,-85.395897
3688,KMIV,Millville Municipal Airport,39.367802,-75.072197
3689,KMKC,Charles B. Wheeler Downtown Airport,39.123199,-94.592796
3690,KMKE,General Mitchell International Airport,42.947201,-87.896599
3691,KMKG,Muskegon County Airport,43.169498,-86.238197
3692,KMKL,McKellar-Sipes Regional Airport,35.599899,-88.915604
3693,KMLB,Melbourne Orlando International Airport,28.1028,-80.645302
3694,KMLC,Mc Alester Regional Airport,34.882401,-95.783501
3695,KMLI,Quad City International Airport,41.448502,-90.5075
3696,KMLS,Miles City Airport - Frank Wiley Field,46.427268,-105.885372
3697,KMLU,Monroe Regional Airport,32.510899,-92.037697
20532,KMMT,Mc Entire Joint National Guard Base,33.92079926,-80.80130005
3698,KMMU,Morristown Municipal Airport,40.799062,-74.414949
3699,KMMV,Mc Minnville Municipal Airport,45.19440079,-123.1360016
3700,KMOB,Mobile Regional Airport,30.6912,-88.242798
3701,KMOD,Modesto City Co-Harry Sham Field,37.625801,-120.954002
3702,KMOT,Minot International Airport,48.25939941,-101.2799988
20551,KMPV,Edward F Knapp State Airport,44.20349884,-72.56230164
3703,KMQY,Smyrna Airport,36.00899887,-86.52010345
3704,KMRB,Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625
3705,KMRY,Monterey Peninsula Airport,36.5870018,-121.8430023
3706,KMSL,Northwest Alabama Regional Airport,34.745123,-87.612981
3707,KMSN,Dane County Regional Truax Field,43.1399,-89.337502
3708,KMSO,Missoula International Airport,46.91630173,-114.0910034
3709,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.880081,-93.221741
3710,KMSS,Massena International Airport Richards Field,44.936157,-74.844304
3711,KMSY,Louis Armstrong New Orleans International Airport,29.993401,-90.258003
3712,KMTC,Selfridge Air National Guard Base Airport,42.613463,-82.836919
20564,KMTH,The Florida Keys Marathon Airport,24.726101,-81.051399
20565,KMTJ,Montrose Regional Airport,38.5098,-107.893997
3713,KMTN,Martin State Airport,39.325699,-76.413803
3714,KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport,40.435214,-76.568661
3715,KMUO,Mountain Home Air Force Base,43.043598,-115.872002
20579,KMWA,Veterans Airport of Southern Illinois,37.751208,-89.016568
20581,KMWH,Grant County International Airport,47.20769882,-119.3199997
3716,KMXF,Maxwell Air Force Base,32.3829,-86.365799
20591,KMYL,McCall Municipal Airport,44.888837,-116.101112
3717,KMYR,Myrtle Beach International Airport,33.679699,-78.928299
3718,KMYV,Yuba County Airport,39.09780121,-121.5699997
3719,KNBC,Beaufort MCAS - Merritt Field,32.47740173,-80.72319794
3720,KNBG,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366
3721,KNCA,MCAS New River / McCutcheon Field,34.708401,-77.439697
20634,KNDZ,Whiting Field Naval Air Station South Airport,30.704399,-87.023003
3722,KNEL,Lakehurst Maxfield Field Airport,40.03329849,-74.353302
3723,KNEW,Lakefront Airport,30.04240036,-90.02829742
3724,KNFG,Camp Pendleton MCAS (Munn Field) Airport,33.30130005,-117.3550034
3725,KNFL,Fallon Naval Air Station,39.41659927,-118.7009964
20639,KNFW,NAS Fort Worth JRB / Carswell Field,32.769199,-97.441498
3726,KNGP,Naval Air Station Corpus Christi Truax Field,27.6926,-97.2911
3727,KNGU,Norfolk Naval Station (Chambers Field),36.937599,-76.289299
3728,KNHK,Patuxent River Naval Air Station (Trapnell Field),38.285999,-76.411797
20643,KNID,China Lake Naws (Armitage Field) Airport,35.6853981,-117.6920013
3730,KNIP,Jacksonville Naval Air Station (Towers Field),30.2358,-81.680603
3731,KNJK,El Centro NAF Airport (Vraciu Field),32.829201,-115.671996
3732,KNKT,Cherry Point MCAS / Cunningham Field/,34.900902,-76.880699
3733,KNKX,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977
20647,KNLC,Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.9520035
3734,KNMM,Naval Air Station Meridian / McCain Field,32.5531,-88.55406
3735,KNPA,Naval Air Station Pensacola Forrest Sherman Field,30.352699,-87.318604
3736,KNQA,Millington-Memphis Airport,35.356701,-89.8703
3737,KNQI,Kingsville Naval Air Station,27.50720024,-97.80970001
3738,KNQX,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381
20652,KNRB,Naval Station Mayport / Admiral David L McDonald Field,30.3911,-81.424698
20656,KNSE,Whiting Field Naval Air Station - North,30.7241993,-87.02189636
3739,KNTD,Point Mugu Naval Air Station (Naval Base Ventura Co),34.12030029,-119.1210022
3740,KNTU,Oceana Naval Air Station,36.820702,-76.033501
3741,KNUQ,Moffett Federal Airfield,37.4161,-122.049004
20661,KNUW,Whidbey Island Naval Air Station (Ault Field),48.351799,-122.655998
20666,KNXP,Twentynine Palms Strategic Expeditionary Landing Field,34.2962,-116.162003
20669,KNYG,Quantico Marine Corps Airfield / Turner Field,38.501701,-77.305298
3961,KNYL,Yuma International Airport / Marine Corps Air Station Yuma,32.650938,-114.609375
3743,KNZY,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963
20709,KOAJ,Albert J Ellis Airport,34.829201,-77.612099
3744,KOAK,San Francisco Bay Oakland International Airport,37.720085,-122.221184
3745,KOFF,Offutt Air Force Base,41.119307,-95.90851
20722,KOFK,Karl Stefan Memorial Airport,41.98550034,-97.43509674
20725,KOGB,Orangeburg Municipal Airport,33.45679855,-80.85949707
3746,KOGD,Ogden Hinckley Airport,41.19589996,-112.012001
20727,KOGS,Ogdensburg International Airport,44.6819,-75.4655
3747,KOKC,Will Rogers World Airport,35.393388,-97.598248
20739,KOLF,L M Clayton Airport,48.094501,-105.574997
3749,KOLM,Olympia Regional Airport,46.969399,-122.903
20741,KOLS,Nogales International Airport,31.4177,-110.848
3750,KOLU,Columbus Municipal Airport,41.448145,-97.340174
3751,KOMA,Eppley Airfield,41.3032,-95.894096
20751,KONO,Ontario Municipal Airport,44.0198,-117.013289
20752,KONP,Newport Municipal Airport,44.580399,-124.057999
3752,KONT,Ontario International Airport,34.056,-117.600998
20757,KOPF,Miami-Opa Locka Executive Airport,25.907,-80.278397
3753,KOQU,Quonset State Airport,41.5970993,-71.41210175
3754,KORD,Chicago O'Hare International Airport,41.9786,-87.9048
3755,KORF,Norfolk International Airport,36.895341,-76.201
3756,KORH,Worcester Regional Airport,42.2673,-71.875702
23952,KORS,Orcas Island Airport,48.708199,-122.910004
3757,KOSH,Wittman Regional Airport,43.9844017,-88.55699921
3758,KOSU,The Ohio State University Airport - Don Scott Field,40.0798,-83.072998
3759,KOTH,Southwest Oregon Regional Airport,43.417099,-124.2460022
3760,KOTM,Ottumwa Regional Airport,41.106368,-92.449837
3761,KOWB,Owensboro Daviess County Airport,37.74010086,-87.16680145
20777,KOWD,Norwood Memorial Airport,42.19049835,-71.17289734
20785,KOXR,Oxnard Airport,34.20080185,-119.2070007
3762,KOZR,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179
3763,KPAE,Seattle Paine Field International Airport,47.9063,-122.281998
3764,KPAH,Barkley Regional Airport,37.06079865,-88.77380371
3765,KPAM,Tyndall Air Force Base,30.069599,-85.575401
20805,KPAO,Palo Alto Airport,37.461102,-122.114998
20807,KPBF,"Pine Bluff Regional Airport, Grider Field",34.174121,-91.935643
20808,KPBG,Plattsburgh International Airport,44.65090179,-73.4681015
3766,KPBI,Palm Beach International Airport,26.683201,-80.095596
20812,KPCW,Carl R Keller Field,41.515647,-82.868328
3767,KPDK,DeKalb Peachtree Airport,33.87633,-84.30213
20815,KPDT,Eastern Oregon Regional Airport at Pendleton,45.695099,-118.841003
3768,KPDX,Portland International Airport,45.588699,-122.598
20821,KPGA,Page Municipal Airport,36.924234,-111.447716
20822,KPGD,Punta Gorda Airport,26.9202,-81.990501
20824,KPGV,Pitt-Greenville Airport,35.635535,-77.384262
3770,KPHF,Newport News Williamsburg International Airport,37.131901,-76.492996
3771,KPHL,Philadelphia International Airport,39.871899,-75.241096
3772,KPHX,Phoenix Sky Harbor International Airport,33.435302,-112.005905
3773,KPIA,General Wayne A. Downing Peoria International Airport,40.6642,-89.693298
3774,KPIB,Hattiesburg Laurel Regional Airport,31.4671,-89.337097
3775,KPIE,St. Petersburg Clearwater International Airport,27.9102,-82.687401
3776,KPIH,Pocatello Regional Airport,42.90980148,-112.5960007
3777,KPIR,Pierre Regional Airport,44.38270187,-100.2860031
3778,KPIT,Pittsburgh International Airport,40.491501,-80.232903
3779,KPKB,Mid Ohio Valley Regional Airport,39.3451,-81.439201
3781,KPLN,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952
3782,KPMD,Palmdale Regional Airport / USAF Plant 42 Airport,34.629398,-118.084999
20848,KPNA,Ralph Wenz Field,42.79550171,-109.8069992
20849,KPNC,Ponca City Regional Airport,36.73199844,-97.09980011
20850,KPNE,Northeast Philadelphia Airport,40.082406,-75.010614
3783,KPNS,Pensacola International Airport,30.4734,-87.1866
3784,KPOB,Pope Field,35.170898,-79.014503
3785,KPOE,Polk Army Air Field,31.0447998,-93.1917038
3786,KPOU,Dutchess County Airport,41.62659836,-73.88420105
3787,KPQI,Presque Isle International Airport,46.688999,-68.0448
3788,KPRB,Paso Robles Municipal Airport,35.67290115,-120.6269989
3789,KPRC,Prescott International Airport - Ernest A. Love Field,34.654499,-112.419998
3790,KPRX,Cox Field,33.63660049,-95.45079803
20870,KPSC,Tri Cities Airport,46.264702,-119.119003
3791,KPSM,Portsmouth International at Pease Airport,43.07789993,-70.82330322
3792,KPSP,Palm Springs International Airport,33.8297,-116.507004
